time	I(C1)	I(D1)	I(L1)	I(Rl)	Ix(U2:C)
1.648287788805908e-005	-2.612539e-001	3.738143e-004	1.007099e+000	2.616276e-001	1.006719e+000
1.648348795227263e-005	-2.612426e-001	3.849504e-004	1.007103e+000	2.616274e-001	1.006708e+000
1.648426085825057e-005	-2.611846e-001	4.430989e-004	1.007108e+000	2.616276e-001	1.006660e+000
1.648499825771237e-005	-2.611637e-001	4.638132e-004	1.007114e+000	2.616274e-001	1.006649e+000
1.648580296627171e-005	-2.611622e-001	4.650358e-004	1.007119e+000	2.616271e-001	1.006654e+000
1.648657427464392e-005	-2.611549e-001	4.720303e-004	1.007124e+000	2.616268e-001	1.006653e+000
1.648748019343616e-005	-2.611341e-001	4.925061e-004	1.007130e+000	2.616266e-001	1.006639e+000
1.648848164112655e-005	-2.611062e-001	5.202146e-004	1.007136e+000	2.616263e-001	1.006618e+000
1.648944959311942e-005	-2.610782e-001	5.480149e-004	1.007142e+000	2.616261e-001	1.006597e+000
1.649041163178083e-005	-2.610488e-001	5.772398e-004	1.007148e+000	2.616259e-001	1.006573e+000
1.649135578096761e-005	-2.610179e-001	6.079545e-004	1.007154e+000	2.616258e-001	1.006548e+000
1.649231533255944e-005	-2.609849e-001	6.408184e-004	1.007159e+000	2.616256e-001	1.006521e+000
1.649326744112677e-005	-2.609507e-001	6.748867e-004	1.007165e+000	2.616255e-001	1.006492e+000
1.649422765415912e-005	-2.609146e-001	7.108529e-004	1.007170e+000	2.616254e-001	1.006461e+000
1.649518031493231e-005	-2.608771e-001	7.482387e-004	1.007175e+000	2.616253e-001	1.006429e+000
1.649613866198593e-005	-2.608377e-001	7.875892e-004	1.007180e+000	2.616252e-001	1.006394e+000
1.649709214760278e-005	-2.607967e-001	8.285213e-004	1.007185e+000	2.616251e-001	1.006358e+000
1.649804987418398e-005	-2.607536e-001	8.714964e-004	1.007189e+000	2.616250e-001	1.006320e+000
1.649900408386487e-005	-2.607088e-001	9.162469e-004	1.007193e+000	2.616250e-001	1.006279e+000
