time	V(vc)	V(vdd)	V(vo)	V(vsw)
1.650484816642650e-005	1.649988e+001	6.000000e+000	1.646427e+001	4.090426e+000
1.650580756437474e-005	1.649987e+001	6.000000e+000	1.646428e+001	4.132797e+000
1.650676034329213e-005	1.649986e+001	6.000000e+000	1.646429e+001	4.176881e+000
1.650771869774262e-005	1.649986e+001	6.000000e+000	1.646430e+001	4.223318e+000
1.650867234722925e-005	1.649985e+001	6.000000e+000	1.646431e+001	4.271690e+000
1.651154132165360e-005	1.649983e+001	6.000000e+000	1.646435e+001	4.431052e+000
1.651249602522241e-005	1.649982e+001	6.000000e+000	1.646437e+001	4.489075e+000
1.651360347327841e-005	1.649981e+001	6.000000e+000	1.646439e+001	4.559750e+000
1.651485066040022e-005	1.649981e+001	6.000000e+000	1.646441e+001	4.643789e+000
1.651633206239869e-005	1.649980e+001	6.000000e+000	1.646444e+001	4.750003e+000
1.651804089378064e-005	1.649978e+001	6.000000e+000	1.646448e+001	4.881708e+000
1.652014398518999e-005	1.649977e+001	6.000000e+000	1.646453e+001	5.058302e+000
1.652273177011471e-005	1.649975e+001	6.000000e+000	1.646460e+001	5.299649e+000
1.652617394603921e-005	1.649973e+001	6.000000e+000	1.646471e+001	5.666607e+000
1.653091992459728e-005	1.649969e+001	6.000000e+000	1.646490e+001	6.273822e+000
1.653834572000728e-005	1.649964e+001	6.000000e+000	1.646532e+001	7.523214e+000
1.655168236697462e-005	1.649955e+001	6.000000e+000	1.646658e+001	1.047285e+001
1.655955266210811e-005	1.649950e+001	6.000000e+000	1.646794e+001	1.268086e+001
1.656393005871216e-005	1.649947e+001	6.000000e+000	1.646930e+001	1.414935e+001
1.656665295938966e-005	1.649946e+001	6.000000e+000	1.647074e+001	1.515546e+001
1.656835963905444e-005	1.649945e+001	6.000000e+000	1.647218e+001	1.582023e+001
1.656946591644271e-005	1.649944e+001	6.000000e+000	1.647359e+001	1.626434e+001
1.657018516259060e-005	1.649944e+001	6.000000e+000	1.647495e+001	1.655796e+001
1.657064876312009e-005	1.649944e+001	6.000000e+000	1.647745e+001	1.674826e+001
1.657094932617891e-005	1.649944e+001	6.000000e+000	1.648459e+001	1.686949e+001
1.657114389372934e-005	1.649944e+001	6.000000e+000	1.649682e+001	1.694263e+001
1.657134420358138e-005	1.649944e+001	6.000000e+000	1.651582e+001	1.700860e+001
1.657155735034551e-005	1.649944e+001	6.000000e+000	1.653696e+001	1.706549e+001
1.657197941786533e-005	1.649944e+001	6.000000e+000	1.657318e+001	1.714973e+001
1.657250423994523e-005	1.649945e+001	6.000000e+000	1.660728e+001	1.722393e+001
1.657309470453998e-005	1.649947e+001	6.000000e+000	1.663384e+001	1.727997e+001
1.657382692227781e-005	1.649949e+001	6.000000e+000	1.665433e+001	1.732432e+001
1.657488331349624e-005	1.649952e+001	6.000000e+000	1.666859e+001	1.736023e+001
