time	V(vc)	V(vdd)	V(vo)	V(vsw)
1.620631085230782e-005	1.478901e+001	6.000000e+000	1.465813e+001	4.508488e-002
1.622026897473480e-005	1.478864e+001	6.000000e+000	1.465777e+001	4.675020e-002
1.624818521958876e-005	1.478791e+001	6.000000e+000	1.465704e+001	5.096317e-002
1.628530311383568e-005	1.478694e+001	6.000000e+000	1.465608e+001	5.925259e-002
1.631236125295647e-005	1.478623e+001	6.000000e+000	1.465538e+001	6.967691e-002
1.633034890281306e-005	1.478576e+001	6.000000e+000	1.465492e+001	8.239818e-002
1.634272911812083e-005	1.478544e+001	6.000000e+000	1.465460e+001	9.831875e-002
1.635194434792750e-005	1.478519e+001	6.000000e+000	1.465438e+001	1.195224e-001
1.635908490408948e-005	1.478501e+001	6.000000e+000	1.465421e+001	1.488619e-001
1.636470174910896e-005	1.478486e+001	6.000000e+000	1.465409e+001	1.905356e-001
1.636921855080291e-005	1.478474e+001	6.000000e+000	1.465404e+001	2.543456e-001
1.637388861517632e-005	1.478462e+001	6.000000e+000	1.465399e+001	3.632479e-001
1.637850717205874e-005	1.478450e+001	6.000000e+000	1.465389e+001	4.999675e-001
1.638408097173836e-005	1.478435e+001	6.000000e+000	1.465375e+001	6.738698e-001
1.638921245377539e-005	1.478422e+001	6.000000e+000	1.465362e+001	8.337820e-001
1.639947541784946e-005	1.478395e+001	6.000000e+000	1.465335e+001	1.153629e+000
1.642000134599760e-005	1.478342e+001	6.000000e+000	1.465283e+001	1.792809e+000
1.645379728760447e-005	1.478253e+001	6.000000e+000	1.465196e+001	2.844343e+000
1.646860669272682e-005	1.478215e+001	6.000000e+000	1.465159e+001	3.306288e+000
1.647695113048391e-005	1.478193e+001	6.000000e+000	1.465144e+001	3.582248e+000
1.648041691696724e-005	1.478184e+001	6.000000e+000	1.465137e+001	3.715604e+000
1.648186700319802e-005	1.478180e+001	6.000000e+000	1.465125e+001	3.770809e+000
1.648287788805908e-005	1.478177e+001	6.000000e+000	1.465115e+001	3.799693e+000
1.648348795227263e-005	1.478176e+001	6.000000e+000	1.465114e+001	3.813938e+000
1.648426085825057e-005	1.478174e+001	6.000000e+000	1.465115e+001	3.833300e+000
1.648499825771237e-005	1.478172e+001	6.000000e+000	1.465114e+001	3.853299e+000
1.648580296627171e-005	1.478170e+001	6.000000e+000	1.465112e+001	3.875641e+000
